BUSINESS_NAME,OFFICE_ADDRESS1,OFFICE_ADDRESS2,OFFICE_CITY,OFFICE_STATE,OFFICE_ZIPCODE,OFFICE_TELEPHONE,OFFICE_WEBSITE,ADVISOR_NAME,ADVISOR_EMAIL,ADVISOR_ID
"EMERALD ETF ADVISERS, LLC",3175 OREGON PIKE,,LEOLA,PA,17540,7175568900,WWW.TEAMEMERALD.COM,Randy Hinnrichs,Randy.Hinnrichs@TEAMEMERALD.COM,170412
AMERICAN SECURITIES LLC,299 PARK AVENUE,34TH FLOOR,NEW YORK,NY,10171,2124768000,WWW.AMERICAN-SECURITIES.COM,Roy Holland,Roy.Holland@AMERICAN-SECURITIES.COM,160648
"WESTFIELD CAPITAL MANAGEMENT COMPANY, L.P.",ONE FINANCIAL CENTER,,BOSTON,MA,02111,6174287100,WWW.WESTFIELDCAPITAL.COM/,Ronnie Hope,Ronnie.Hope@WESTFIELDCAPITAL.COM/,146990
"ACORN WEALTH ADVISORS, LLC",8305 S. SAGINAW STREET,SUITE 2,GRAND BLANC,MI,48439,8109534444,WWW.ACORNWEALTHADVISORS.COM,Robert Hopkins,Robert.Hopkins@ACORNWEALTHADVISORS.COM,170462
FINANCIAL ADVOCATES ADVISORY SERVICES,1601 COOPER POINT RD NW,,OLYMPIA,WA,98502,3608662345,WWW.IMPACTBENEFITS.COM,Raymond Hublall,Raymond.Hublall@IMPACTBENEFITS.COM,147786
EFG ASSET MANAGEMENT (AMERICAS) CORP.,701 BRICKELL AVENUE,SUITE 1350,MIAMI,FL,33131,3054828000,WWW.EFGCAPITAL.COM,Richard Huckabee,Richard.Huckabee@EFGCAPITAL.COM,158905
AVALON GLOBAL ASSET MANAGEMENT LLC,100 PINE STREET,SUITE 1900,SAN FRANCISCO,CA,94111,4156155200,WWW.AVALON-GLOBAL.COM,Renee Huff,Renee.Huff@AVALON-GLOBAL.COM,107785
"SIT INVESTMENT FIXED INCOME ADVISORS, INC.",3300 IDS CENTER,80 SOUTH EIGHTH STREET,MINNEAPOLIS,MN,55402,6123323223,WWW.SITINVEST.COM,Ryan Huisman,Ryan.Huisman@SITINVEST.COM,106065
"DOMINUS CAPITAL MANAGEMENT, L.P.",135 WEST 50TH STREET,19TH FLOOR,NEW YORK,NY,10020,2127845440,WWW.DOMINUSCAP.COM,Richard Hurt,Richard.Hurt@DOMINUSCAP.COM,156885
"MIDLAND FINANCIAL ADVISORS, INC.",524 MILWAUKEE ST.,SUITE 300,DELAFIELD,WI,53018,2623034503,WWW.MIDLANDFA.COM,Randall Huss,Randall.Huss@MIDLANDFA.COM,149499
"CANTERBURY INVESTMENT MANAGEMENT, LLC",23 E CEDAR ST,,ZIONSVILLE,IN,46077,3177322075,WWW.CANTERBURYGROUP.COM,Richard Sutton,Richard.Sutton@CANTERBURYGROUP.COM,125680
"IKE CAPITAL, LLC",55 LUMBER ROAD,SUITE 7,ROSLYN,NY,11576,5168016565,WWW.IKECAPITAL.COM,Robert Isham,Robert.Isham@IKECAPITAL.COM,132473
"BOSTON RESEARCH AND MANAGEMENT, INC.",40 BEACH STREET,SUITE 200,MANCHESTER,MA,01944-1464,9785269700,WWW.BOSTONRM.COM/,Ronald Ivins,Ronald.Ivins@BOSTONRM.COM/,107643
"REGAL ADVISORY SERVICES, INC.",950 NORTH MILWAUKEE AVENUE,SUITE 101,GLENVIEW,IL,60025-3771,8774886537,WWW.REGALSECURITIES.COM,Robert Jacobs,Robert.Jacobs@REGALSECURITIES.COM,123842
"GOLDMAN SACHS ASSET MANAGEMENT, L.P.",200 WEST STREET,,NEW YORK,NY,10282,2129021000,WWW.GSAM.COM,Raymond James,Raymond.James@GSAM.COM,107738
RHAME & GORRELL WEALTH MANAGEMENT,1330 LAKE ROBBINS DRIVE,SUITE 360,THE WOODLANDS,TX,77380,8327891100,WWW.RGWEALTH.COM,Richard Jockisch Jr,Richard.Jockisch Jr@RGWEALTH.COM,283027
"ALPINE PRIVATE CAPITAL, LLC",8000 MARYLAND AVENUE,SUITE 700,SAINT LOUIS,MO,63105,3149321010,WWW.APC-INVEST.COM/,Robin Jones,Robin.Jones@APC-INVEST.COM/,286072
INVICTUS CAPITAL INVESTORS,3340 PEACHTREE ROAD,SUITE 1800,ATLANTA,GA,30326,4043340618,INVICTUS-CAP.COM,Richard Kania,Richard.Kania@INVICTUS-CAP.COM,285851
CITADEL ADVISORS LLC,ATTN: COMPLIANCE,131 S DEARBORN STREET,CHICAGO,IL,60603,3123952100,WWW.CITADEL.COM,Ronald Kaplan,Ronald.Kaplan@CITADEL.COM,148826
SHERPA INVESTMENT MANAGEMENT,4125 WESTOWN PARKWAY,SUITE 104,WEST DES MOINES,IA,50266,5152256000,WWW.ONLYWORKFORYOU.COM,Roberta Kelsch,Roberta.Kelsch@ONLYWORKFORYOU.COM,109228
"TIFF ADVISORY SERVICES, INC.",170 N. RADNOR CHESTER RD,SUITE 300,RADNOR,PA,19087,6106848200,WWW.TIFF.ORG,Robert Kenig,Robert.Kenig@TIFF.ORG,34939
CWCAPITAL INVESTMENTS LLC,7501 WISCONSIN AVENUE,SUITE 500 WEST,BETHESDA,MD,20814,2027159500,WWW.CWCAPITAL.COM,Richard Kline,Richard.Kline@CWCAPITAL.COM,144535
"GOOD STEWARD CAPITAL MANAGEMENT , INC.",2090 N KOLB ROAD,SUITE 120,TUCSON,AZ,85715,5203006539,WWW.GOODSTEWARDCAPITAL.COM,Robert Krueger,Robert.Krueger@GOODSTEWARDCAPITAL.COM,281993
"7TWELVE ADVISORS, LLC",3100 WEST END AVE,SUITE 930,NASHVILLE,TN,37203,6153410712,WWW.7TWELVEADVISORS.COM,Robert Kviklys,Robert.Kviklys@7TWELVEADVISORS.COM,149849
PSI CAPITAL MANAGEMENT,147 NORTH SHIPPEN STREET,,LANCASTER,PA,17602,7172077123,WWW.VISITPSIONLINE.COM/,Ryan Lang,Ryan.Lang@VISITPSIONLINE.COM/,117105
"SIXTY CAPITAL ADVISORS, LLC",595 MADISON AVE,FLOOR 16,NEW YORK,NY,10022,2125542314,SIXTYCAPITAL.COM,William Leach Jr,William.Leach Jr@SIXTYCAPITAL.COM,287520
"BELLEVUE ASSET MANAGEMENT, LLC",11400 SE 8TH STREET,SUITE 270,BELLEVUE,WA,98004,4252891041,WWW.BELLEVUEASSET.COM,Ryan Letter,Ryan.Letter@BELLEVUEASSET.COM,129194
"WALLACE ADVISORY GROUP, LLC",3658 MOUNT DIABLO BOULEVARD,SUITE 225,LAFAYETTE,CA,94549,9252846880,WWW.WALLACEADVISORY.COM,Robert Lindisch,Robert.Lindisch@WALLACEADVISORY.COM,281049
PARK PRESIDIO CAPITAL LLC,THE PRESIDIO OF SAN FRANCISCO,"ONE LETTERMAN DRIVE, C3-900",SAN FRANCISCO,CA,94129,4154902520,WWW.PARKPRESIDIO.COM,Ray Litwiler,Ray.Litwiler@PARKPRESIDIO.COM,168954
"PRAIRIE WEALTH ADVISORS, INC.",8101 O STREET,SUITE 200,LINCOLN,NE,68510-2647,4024884477,WWW.PRAIRIEWEALTHADVISORS.COM,Richard Losa,Richard.Losa@PRAIRIEWEALTHADVISORS.COM,165266
MERCALLI INVESTMENT MANAGEMENT INC.,200 FIRST STAMFORD PLACE,,STAMFORD,CT,06902,2034854200,WWW.MERCALLIINVESTMENTS.COM,Ronald Lott,Ronald.Lott@MERCALLIINVESTMENTS.COM,285646
COHANZICK MANAGEMENT LLC,427 BEDFORD ROAD,,PLEASANTVILLE,NY,10570,9147419600,WWW.COHANZICK.COM/,Rick Lowery,Rick.Lowery@COHANZICK.COM/,149772
"BASSO CAPITAL MANAGEMENT, L.P.",1266 EAST MAIN STREET,4TH FLOOR,STAMFORD,CT,06902-3546,2033526100,WWW.BASSOCAP.COM,Ronald Lubertazzo,Ronald.Lubertazzo@BASSOCAP.COM,132311
"BENJAMIN SECURITIES, INC.",750 VETERANS MEMORIAL HIGHWAY,SUITE 210,HAUPPAUGE,NY,11788,5169311090,WWW.BENJAMINSECURITIES.COM,Richard Ludwig,Richard.Ludwig@BENJAMINSECURITIES.COM,7754
"LINCOLN SPARROW ADVISORS, LLC",5920 MAIN STREET,SUITE 200,WILLIAMSVILLE,NY,14221,7166507180,WWW.LINCOLNSPARROW.COM,Robin Lunacek,Robin.Lunacek@LINCOLNSPARROW.COM,167632
CORNERSTONE ACQUISITION & MANAGEMENT COMPANY LLC,16236 SAN DIEGUITO ROAD,SUITE 4-23,RANCHO SANTA FE,CA,92067,8587795800,WWW.CORNERSTONEAMC.COM,Reginald Mack Jr,Reginald.Mack Jr@CORNERSTONEAMC.COM,138258
TWIN CAPITAL MANAGEMENT INC,3244 WASHINGTON RD,SUITE 202,MCMURRAY,PA,15317-3153,7249422000,WWW.TWINCAPITAL.COM,Ralph Manley,Ralph.Manley@TWINCAPITAL.COM,104748
ALINDA CAPITAL PARTNERS LTD,100 WEST PUTNAM AVENUE,3RD FLOOR,GREENWICH,CT,06830,2039303800,WWW.ALINDA.COM,Robert Martinez,Robert.Martinez@ALINDA.COM,156918
KNIGHTSBRIDGE ADVISERS LLC,122 SW FRANK PHILLIPS BOULEVARD,,BARTLESVILLE,OK,74003,9183360978,WWW.KNIGHTSBRIDGEUSA.COM,Ron Mashin,Ron.Mashin@KNIGHTSBRIDGEUSA.COM,111043
BEHRMAN BROTHERS MANAGEMENT CORP.,126 E 56TH STREET,27TH FLOOR,NEW YORK,NY,10022,2129806500,WWW.BEHRMANCAP.COM,Rachel Mccool,Rachel.Mccool@BEHRMANCAP.COM,161083
HIGHLAND PRIVATE WEALTH MANAGEMENT,10900 NE 8TH STREET,SUITE 1122,BELLEVUE,WA,98004,4257396500,WWW.HIGHLANDPRIVATE.COM,Roger Mccracken,Roger.Mccracken@HIGHLANDPRIVATE.COM,109532
LAWLEY RETIREMENT ADVISORS,361 DELAWARE AVENUE,,BUFFALO,NY,14202,7168498219,WWW.LAWLEYRETIREMENT.COM,Robert McCully,Robert.McCully@LAWLEYRETIREMENT.COM,282786
ROBBINS WEALTH MANAGEMENT,3939 WEST RIDGE ROAD,SUITE C2,ERIE,PA,16506-1887,8148384185,WWW.INVESTRWM.COM/,Roderick McGowan,Roderick.McGowan@INVESTRWM.COM/,106088
"MILLENNIUM ADVISORY SERVICES, INC.",5340 TWIN HICKORY ROAD,,GLEN ALLEN,VA,23059,8043461040,WWW.MAS-EDU.COM,Raymond Mcgowan,Raymond.Mcgowan@MAS-EDU.COM,116057
"VN CAPITAL MANAGEMENT, LLC",1250 REVOLUTION MILL DRIVE,SUITE 181,GREENSBORO,NC,27405,3368971615,WWW.VNCAPITAL.NET,Ray Mc Rae,Ray.Mc Rae@VNCAPITAL.NET,166761
PRINCIPLY,25 TAYLOR STREET,,SAN FRANCISCO,CA,94102,1844SAVE529,COLLEGEBACKER.COM,Richard McSweeney Jr,Richard.McSweeney Jr@COLLEGEBACKER.COM,281813
"ONESOURCE RETIREMENT ADVISORS, INC.",4 MYSTIC LANE,,MALVERN,PA,19355,6102519393,WWW.ONESOURCERETIREMENT.COM,Roger Meixner,Roger.Meixner@ONESOURCERETIREMENT.COM,119848
CIFC INVESTMENT MANAGEMENT LLC,250 PARK AVENUE,4TH FLOOR,NEW YORK,NY,10177,2126241200,WWW.CIFC.COM,Rochelle Miljus,Rochelle.Miljus@CIFC.COM,107050
"BARD FINANCIAL SERVICES, INC.",388 EAST MAIN STREET,,BRANFORD,CT,06405,2034817676,WWW.BARDFINANCIAL.COM,Rodney Mix,Rodney.Mix@BARDFINANCIAL.COM,110017
RIGGS ASSET MANAGEMENT CO INC,8 W MARKET ST,STE 1120,WILKES BARRE,PA,18701,5708233383,RIGGSADVISORS.COM,Robert Mongeon Sr,Robert.Mongeon Sr@RIGGSADVISORS.COM,107233
"GURUN INVESTMENT ADVISORS, INC.",4925 GREENVILLE AVENUE,SUITE 1102,DALLAS,TX,75206-4021,2146914451,GURUNINVESTMENTS.COM,Robert Moreno Jr,Robert.Moreno Jr@GURUNINVESTMENTS.COM,37503
"ZIMMERMAN WEALTH MANAGEMENT, LLC","1603 ORRINGTON, SUITE 1725",,EVANSTON,IL,60201,8475563200,WWW.ZIMMERMANWEALTH.COM/,Robert Motto Jr,Robert.Motto Jr@ZIMMERMANWEALTH.COM/,127526
"NORTHSTAR CAPITAL, LLC",45 SOUTH 7TH STREET,SUITE 2310,MINNEAPOLIS,MN,55402,6123715700,WWW.NORTHSTARCAPITAL.COM,Rodney Mullis,Rodney.Mullis@NORTHSTARCAPITAL.COM,158003
"CAHILL WEALTH MANAGEMENT, LLC",5831 OAKLAND DRIVE,,PORTAGE,MI,49024,2693216600,WWW.CAHILLWEALTH.COM,Ronald Mundell,Ronald.Mundell@CAHILLWEALTH.COM,134508
CAPITAL CITIES INVESTMENTS,426 EAST NEW YORK STREET,,INDIANAPOLIS,IN,46202,3174754500,WWW.CAPITALCITIESINVESTMENTS.COM,Ronald Nalepa,Ronald.Nalepa@CAPITALCITIESINVESTMENTS.COM,116185
"SHUM FINANCIAL GROUP, INC.","1402 PARK STREET, SUITE E",,ALAMEDA,CA,94501,5107487462,WWW.SHUMFINANCIAL.COM,Ralph Natta,Ralph.Natta@SHUMFINANCIAL.COM,285426
"MCNALLY ADVISORS, LLC",151 N. FRANKLIN STREET,SUITE 2650,CHICAGO,IL,60606,3123573710,WWW.MCNALLYCAPITAL.COM,Roosevelt Nelson,Roosevelt.Nelson@MCNALLYCAPITAL.COM,158707
THE CLARK GROUP ASSET MANAGEMENT,24941 DANA POINT HARBOR DRIVE,SUITE C210,DANA POINT,CA,92629,9495583898,WWW.CLARKGROUPAM.COM,Robert Netkovick,Robert.Netkovick@CLARKGROUPAM.COM,164405
"OMNIQUEST CAPITAL, LLC",1801 CENTURY PARK EAST,24TH FLOOR,LOS ANGELES,CA,90067,3108012408,WWW.OMNIQUESTCAPITAL.COM,Richard O'Connell,Richard.O'Connell@OMNIQUESTCAPITAL.COM,124393
"TYGH CAPITAL MANAGEMENT, INC.",1211 SW FIFTH AVENUE,SUITE 2100,PORTLAND,OR,97204-3714,5039720150,WWW.TYGHCAP.COM,Robert Ortega,Robert.Ortega@TYGHCAP.COM,131898
RTD FINANCIAL ADVISORS INC,30 S. 17TH STREET,STE 1620,PHILADELPHIA,PA,19103,2155573800,WWW.RTDFINANCIAL.COM,Robin Otto,Robin.Otto@RTDFINANCIAL.COM,110744
"VANSHAP CAPITAL, LLC",1530 WILSON BLVD,SUITE 530,ARLINGTON,VA,22209,5719336950,WWW.VANSHAPCAPITAL.COM,Robert Owen Jr,Robert.Owen Jr@VANSHAPCAPITAL.COM,162206
"COLONY CAPITAL INVESTMENT ADVISORS, LLC",515 S. FLOWER STREET,44TH FLOOR,LOS ANGELES,CA,90071,3102828820,WWW.CLNY.COM,Raymond Owens,Raymond.Owens@CLNY.COM,175506
"BEEKMAN WEALTH ADVISORY, LLC",620 FIFTH AVENUE,SUITE 202,NEW YORK,NY,10020,2123657400,BEEKMANWEALTH.COM,Richard Paajanen,Richard.Paajanen@BEEKMANWEALTH.COM,143892
INDEXIQ ADVISORS LLC,51 MADISON AVENUE,,NEW YORK,NY,10010,8884747725,WWW.INDEXIQ.COM,Rick Padgett,Rick.Padgett@INDEXIQ.COM,144790
ARCATAUR CAPITAL MANAGEMENT LLC,"826 NORTH PLANKINTON AVENUE, SUITE 300",,MILWAUKEE,WI,53203,4142258200,WWW.ARCATAUR.COM,Robert Parker,Robert.Parker@ARCATAUR.COM,124663
"EMPIRICAL ASSET MANAGEMENT, LLC",THREE NEWTON EXECUTIVE PARK,"2223 WASHINGTON STREET, SUITE 101",NEWTON,MA,02462,7814312220,WWW.EMPIRICALAM.COM,Robert Parkins,Robert.Parkins@EMPIRICALAM.COM,155436
"ACTIVEST WEALTH MANAGEMENT, LLC",20900 NE 30 AVENUE,SUITE 310,AVENTURA,FL,33180,9543998121,WWW.ACTIVESTWM.COM/,Robert Paul Jr,Robert.Paul Jr@ACTIVESTWM.COM/,156150
ROCK ISLAND CAPITAL,1415 W 22ND STREET,SUITE 1250,OAK BROOK,IL,60523,6304139136,WWW.ROCKISLANDCAPITAL.COM,Rocco Pavese,Rocco.Pavese@ROCKISLANDCAPITAL.COM,161623
"BLACKROCK FINANCIAL MANAGEMENT, INC",55 EAST 52ND STREET,,NEW YORK,NY,10055,2128105300,WWW.PERISCOPE.TV/BLACKROCK,Roger Pembrook,Roger.Pembrook@PERISCOPE.TV/BLACKROCK,107105
SHINE INVESTMENT ADVISORY SERVICES INC,9892 ROSEMONT AVE. SUITE #100,,LONE TREE,CO,80124-4101,3037408600,WWW.SHINEINVESTMENTS.COM/,Ray Perkins,Ray.Perkins@SHINEINVESTMENTS.COM/,106097
"SIENA CAPITAL PARTNERS GP, LLC",100 N. RIVERSIDE PLAZA,SUITE 1630,CHICAGO,IL,60606,3125591850,WWW.SIENACAPITAL.NET,Ray Peterson,Ray.Peterson@SIENACAPITAL.NET,162073
"ONE ADVISORY PARTNERS, LLC",10851 MASTIN BOULEVARD,SUITE 270,OVERLAND PARK,KS,66210,9136632376,ONEADVISORYPARTNERS.COM,Randy Peterson,Randy.Peterson@ONEADVISORYPARTNERS.COM,161614
SHAH CAPITAL MANAGEMENT,8601 SIX FORKS ROAD,SUITE 630,RALEIGH,NC,27615,9197196360,WWW.SHAHCAPITAL.COM,Randall Peterson,Randall.Peterson@SHAHCAPITAL.COM,133941
"WINDHAM CAPITAL MANAGEMENT, LLC",800 BOYLSTON STREET,30TH FLOOR,BOSTON,MA,02199,6174193900,WWW.WINDHAMLABS.COM,Richard Petrie,Richard.Petrie@WINDHAMLABS.COM,110539
"CAPITAL ADVISERS, INC.","100 EAST SIX FORKS ROAD, SUITE 250",,RALEIGH,NC,27609,9198651930,CAPITALADVISERSINC.COM,Randall Pierce,Randall.Pierce@CAPITALADVISERSINC.COM,118442
"PELOTON WEALTH STRATEGISTS, INC.",8500 KEYSTONE CROSSING,SUITE 450,INDIANAPOLIS,IN,46240,3175591700,WWW.PELOTONWEALTH.COM,Richard Pierce,Richard.Pierce@PELOTONWEALTH.COM,109775
CROSSVAULT CAPITAL MANAGEMENT LLC,7373 BROADWAY,SUITE 107,SAN ANTONIO,TX,78209-3264,2102236929,WWW.CROSSVAULT.COM,Rosalie Pinedo,Rosalie.Pinedo@CROSSVAULT.COM,109471
BLUE SPARK CAPITAL ADVISORS,41 MADISON AVENUE,40TH FLOOR,NEW YORK,NY,10010,2125373899,WWW.BLUESPARKFINANCIAL.COM,Renee Pohland,Renee.Pohland@BLUESPARKFINANCIAL.COM,159025
UBP ASSET MANAGEMENT LLC,540 MADISON AVENUE,29TH FLOOR,NEW YORK,NY,10022,2123176700,WWW.UBPNY.COM,Ron Post,Ron.Post@UBPNY.COM,111472
"PARK AVENUE WEALTH MANAGEMENT, LLC",39209 WEST SIX MILE ROAD,SUITE 201,LIVONIA,MI,48152,7344321966,WWW.PARKAVENUEWM.COM,Richard Pratt,Richard.Pratt@PARKAVENUEWM.COM,290698
"APPLIED RESEARCH INVESTMENTS, LLC","22 CORTLANDT ST.,",16TH FLOOR,NEW YORK,NY,10007,2124190573,WWW.ARINVGROUP.COM/,Ronald Quillin II,Ronald.Quillin II@ARINVGROUP.COM/,286049
"COLUMBIA WANGER ASSET MANAGEMENT, LLC",227 W MONROE,SUITE 3000,CHICAGO,IL,60606-5016,3126349200,WWW.COLUMBIATHREADNEEDLE.COM/US,Rollen Ralston,Rollen.Ralston@COLUMBIATHREADNEEDLE.COM/US,111168
DEARBORN PARTNERS L.L.C.,200 W MADISON ST,SUITE 1950,CHICAGO,IL,60606,3127951000,WWW.DEARBORNPARTNERS.COM,Ralph Ramadin,Ralph.Ramadin@DEARBORNPARTNERS.COM,108147
HARBOUR INVESTMENT MANAGEMENT L.L.C.,110 JAMES STREET,SUITE 111,EDMONDS,WA,98020-8431,4257421557,WWW.HARBOURINVEST.COM/,Rosalinda Ramirez,Rosalinda.Ramirez@HARBOURINVEST.COM/,111166
"COOMBE, BENDER & COMPANY, LLC",6872 ROUTE 209,,WAWARSING,NY,12489,8456474800,COOMBEBENDER.COM,Robert Remington Jr,Robert.Remington Jr@COOMBEBENDER.COM,119983
"L & S ADVISORS, INC",12121 WILSHIRE BLVD,SUITE 1100,LOS ANGELES,CA,90025-1123,3108936060,WWW.LSADVISORS.COM,Refugio Aldana Renteria,Refugio Aldana.Renteria@LSADVISORS.COM,140923
"GOOD LIFE ADVISORS, LLC",2395 LANCASTER PIKE,,READING,PA,19607,6108986927,WWW.SCOTTWEALTHMANAGEMENT.COM,Randy Reynolds,Randy.Reynolds@SCOTTWEALTHMANAGEMENT.COM,171898
"GRASSI INVESTMENT MANAGEMENT, LLC","2350 MISSION COLLEGE BLVD., SUITE 190",,SANTA CLARA,CA,95054,6509340770,WWW.GRASSIINVEST.COM,Robert Richards,Robert.Richards@GRASSIINVEST.COM,108690
"MILESTONE WEALTH ADVISORS, INC.",3701 KENNETT PIKE,SUITE 300,GREENVILLE,DE,19807,3023511988,WWW.MILESTONEWEALTHADV.COM,Rodney Richardson,Rodney.Richardson@MILESTONEWEALTHADV.COM,149667
FACULTY INVESTMENT ADVISORS,1095 NIMITZVIEW DR,SUITE 300,CINCINNATI,OH,45230,5136247070,WWW.BOLANCAPITAL.COM,Leonardo Martinez,Leonardo.Martinez@BOLANCAPITAL.COM,151343
"MARSHALL & SULLIVAN, INC.",1109 FIRST AVE. SUITE 200,,SEATTLE,WA,98101,2066219014,WWW.MSINVEST.COM,Roger Rioux,Roger.Rioux@MSINVEST.COM,105168
SILVER CREEK CAPITAL MANAGEMENT LLC,"1301 5TH AVENUE, 40TH FLOOR",,SEATTLE,WA,98101,2067746000,WWW.SILVERCREEKCAPITAL.COM/,Carl Risas,Carl.Risas@SILVERCREEKCAPITAL.COM/,122966
"WINDSOR CAPITAL MANAGEMENT, LLC",20860 NORTH TATUM BLVD.,SUITE 220,PHOENIX,AZ,85050,4805153514,WWW.WINDSORADVISOR.COM,Randy Rivard,Randy.Rivard@WINDSORADVISOR.COM,116593
RAMPART INVESTMENT MANAGEMENT,100 PEARL STREET,9TH FLOOR,HARTFORD,CT,06103,8002487971,WWW.RAMPART-IM.COM/,Ralph Rizzo,Ralph.Rizzo@RAMPART-IM.COM/,165089
JENNISON ASSOCIATES,466 LEXINGTON AVENUE,,NEW YORK,NY,10017,2124211000,WWW.JENNISON.COM,Richard Robichaud,Richard.Robichaud@JENNISON.COM,107959
ACRES,865 MERRICK AVENUE,SUITE 200S,WESTBURY,NY,11590,5168821662,ACRESCAP.COM/,Randy Rocho,Randy.Rocho@ACRESCAP.COM/,281190
PRINCETON CAPITAL MANAGEMENT LLC,151 BODMAN PLACE,SUITE 101,RED BANK,NJ,07701-1074,2013329800,HUDSONCANYON.NET,Roberto Rodriguez,Roberto.Rodriguez@HUDSONCANYON.NET,113926
VECTOR WEALTH MANAGEMENT,43 MAIN STREET SE,SUITE 236,MINNEAPOLIS,MN,55414,6123787560,WWW.SNSFG.COM/,Rachel Roemer,Rachel.Roemer@SNSFG.COM/,152667
PEPPERTREE CAPITAL MANAGEMENT INC.,86 WEST STREET,,CHAGRIN FALLS,OH,44022,4405280333,WWW.PEPPERTREECAPITAL.COM,Renee Rooks,Renee.Rooks@PEPPERTREECAPITAL.COM,163215
COMPAK ASSET MANAGEMENT,1801 DOVE STREET,,NEWPORT BEACH,CA,92660,8003889700,WWW.COMPAK.COM,Rebecca Rose,Rebecca.Rose@COMPAK.COM,109930
"FISHER LYNCH CAPITAL, LLC",2929 CAMPUS DRIVE,SUITE 420,SAN MATEO,CA,94403,6502872700,WWW.FISHERLYNCH.COM,Richard Rosson,Richard.Rosson@FISHERLYNCH.COM,160694
SPEYSIDE FUND ADVISERS LLC,24 FRANK LLOYD WRIGHT DRIVE,SUITE H3225,ANN ARBOR,MI,48106,8552335695,WWW.SPEYSIDEEQUITY.COM,Ricardo Roura,Ricardo.Roura@SPEYSIDEEQUITY.COM,282503
"FIRST ALLIED ADVISORY SERVICES, INC.",655 W. BROADWAY,12TH FLOOR,SAN DIEGO,CA,92101,8663781376,WWW.FIRSTALLIED.COM,Robert Roy,Robert.Roy@FIRSTALLIED.COM,137888
PAYANT WEALTH MANAGEMENT GROUP,1653 SUN CITY CENTER PLAZA,,SUN CITY CENTER,FL,33573,8136337333,WWW.PAYANTWEALTHMANAGEMENTGROUP.COM/,Rebecca Ruegg,Rebecca.Ruegg@PAYANTWEALTHMANAGEMENTGROUP.COM/,134854
"PROCOURSE FIDUCIARY ADVISORS, LLC",1180 MEDICAL CT,SUITE A,CARMEL,IN,46032,3177084150,WWW.PROCOURSEADV.COM,Ruth Kuderik,Ruth.Kuderik@PROCOURSEADV.COM,164328
FCI ADVISORS,5901 COLLEGE BOULEVARD,SUITE 110,OVERLAND PARK,KS,66211,8006152536,WWW.FCIADVISORS.COM,Rudy Ruiz,Rudy.Ruiz@FCIADVISORS.COM,106398
"SPECTRUM ASSET MANAGEMENT, INC.",2 HIGH RIDGE PARK,2ND FLOOR,STAMFORD,CT,06905,2033220189,WWW.SAMIPFD.COM,Ronald Runyon,Ronald.Runyon@SAMIPFD.COM,18217
"RIALTO CAPITAL MANAGEMENT, LLC",790 NW 107TH AVENUE,SUITE 400,MIAMI,FL,33172,3054852077,RIALTOCAPITAL.COM/,Randel Russell,Randel.Russell@RIALTOCAPITAL.COM/,159998
"BLUE ROCK ADVISORS, LLC","445 EAST LAKE STREET, SUITE 120",,WAYZATA,MN,55391,9522298700,WWW.BLUE-ROCK.COM/,Richard Sagredo,Richard.Sagredo@BLUE-ROCK.COM/,281831
SILVER CREEK ADVISORY PARTNERS LLC,"1301 FIFTH AVENUE, 40TH FLOOR",,SEATTLE,WA,98101-2603,2067746000,WWW.SILVERCREEKCAPITAL.COM,Rojelio Salas-Hernandez,Rojelio.Salas-Hernandez@SILVERCREEKCAPITAL.COM,156667
"LEGACY CAPITAL PARTNERS, INC.",1200 NORTH MAYFAIR ROAD,SUITE 360,MILWAUKEE,WI,53226-3282,4142711664,WWW.LEGACYCAPITALPARTNERS.NET,Raul Salazar Jr,Raul.Salazar Jr@LEGACYCAPITALPARTNERS.NET,105735
AFFINITY WEALTH MANAGEMENT LLC,1702 LOVERING AVENUE,,WILMINGTON,DE,19806,3026526767,WWW.AFFINITYWEALTH.COM/,Ruben Sanchez,Ruben.Sanchez@AFFINITYWEALTH.COM/,290735
"WESTERN RESEARCH AND MANAGEMENT, L.L.C.",3100 W SEVENTH STREET,SUITE 300,FORT WORTH,TX,76107,8178779980,WWW.WESTERN-COMPANIES.COM,Richard Sarac,Richard.Sarac@WESTERN-COMPANIES.COM,109509
METROPOLITAN WEST ASSET MANAGEMENT LLC,865 S. FIGUEROA STREET,SUITE 1800,LOS ANGELES,CA,90017-2593,2132441050,WWW.TCW.COM,Raymond Schaaf,Raymond.Schaaf@TCW.COM,104571
CONDUENT HR SERVICES,420 LEXINGTON AVENUE,SUITE 2220,NEW YORK,NY,10170-2220,2123301000,WWW.CONDUENT.COM/HR-SERVICES,Russell Schaffer,Russell.Schaffer@CONDUENT.COM/HR-SERVICES,119721
HBK WEALTH MANAGEMENT,9360 MONTGOMERY ROAD,,CINCINNATI,OH,45242,5139429700,WWW.HBKWEALTHMANAGEMENT.COM,Robert Schalk,Robert.Schalk@HBKWEALTHMANAGEMENT.COM,168419
